"comid","year","month","day","gbifID","BFI","ftype","waterbody","wbd_classes","decimalLongitude","decimalLatitude","huc12","huc2","numday_above_tmax","numday_below_tmin","dd90_5c","dd90_8c","dd90_10c","dd120_5c","dd120_8c","dd120_10c","dd150_5c","dd150_8c","dd150_10c","maxflow","maxflowdate","minflow","minflowdate","avgflow","maxminflowdiff","avgtemp","streamorder"
14637805,2005,10,12,1896917610,53,"StreamRiver",0,NA,-81.57035697,37.04331311,60102050201,6,0.15,49.25,148.4657032,64.8347853,33.8254632,375.844636,214.8024215,139.3425477,756.5019094,506.9508227,373.5780888,1.68757535,118.85,0,63.25,0.153162244,1.68757535,13.79728567,3
14637823,2009,11,18,1896917486,45,"StreamRiver",0,NA,-81.92252445,37.04721172,60102050105,6,0,44.4,173.8201646,79.35941035,43.2151954,416.6676305,243.2969474,161.3927845,802.2754833,539.9794834,399.9075636,0.55499025,130.15,0,88.3,0.046232247,0.55499025,14.07858384,3
14637825,2010,6,2,1896917538,47,"StreamRiver",0,NA,-81.824804,37.03664958,60102050204,6,0,41.75,181.8471934,83.9204158,45.98419575,429.9290037,252.3684414,168.1003487,821.3369595,554.7373451,412.2135547,0.5461734,120.85,0,86.3,0.04553674,0.5461734,14.25238321,4
14637829,2011,7,19,1896917537,48,"StreamRiver",0,NA,-81.81017934,37.03794362,60102050204,6,0,49.3,157.3648057,70.23434285,37.5066768,388.1460718,223.5180495,146.4844416,760.9825133,507.68073,372.844764,0.5413064,120.85,0,79,0.045826228,0.5413064,13.69017625,4
14637837,2013,8,31,1896917478,48,"StreamRiver",0,NA,-81.79650806,37.0344348,60102050204,6,0,40,190.8844462,89.2769399,49.2087821,443.2056645,261.4476962,174.5393871,839.3998878,568.5699255,423.338581,0.55675985,122.65,0,111.7,0.047251892,0.55675985,14.39966959,4
14637851,2011,4,21,1896917445,48,"StreamRiver",0,NA,-81.77548651,37.0280911,60102050202,6,0,45.75,176.6363019,81.2726808,44.3743256,415.4022569,241.6251683,159.6579645,796.4409584,533.9529521,394.0686318,0.59083085,107.1,0,117.8,0.055588171,0.59083085,13.94312176,3
14637861,2012,8,22,1896917616,52,"StreamRiver",0,NA,-81.70073177,37.04044157,60102050202,6,0,69.5,107.3313406,44.4415469,21.7787317,289.2952564,157.2566428,96.8610362,606.3420327,387.3448037,271.7843586,0.6173528,116.1,0,133.65,0.059995406,0.6173528,12.06433702,3
14637869,2005,10,13,1896917422,53,"StreamRiver",0,NA,-81.61371915,37.02380679,60102050201,6,0,58.65,129.1515183,55.113959,27.96578385,335.0605838,186.9701936,118.7091093,680.4619467,444.4132885,319.1912664,0.5594861,118,0,66.25,0.0477847,0.5594861,12.88189894,3
14637875,2010,6,23,1896917436,48,"StreamRiver",0,NA,-81.75672986,37.02508584,60102050202,6,0,45.75,176.6363019,81.2726808,44.3743256,415.4022569,241.6251683,159.6579645,796.4409584,533.9529521,394.0686318,0.59083085,107.1,0,117.8,0.055588171,0.59083085,13.94312176,3
14637883,2012,6,5,1896917546,45,"StreamRiver",0,NA,-81.85606401,37.03062285,60102050204,6,0,49.05,159.4661813,71.40651205,38.2043447,391.1141665,225.500081,147.921576,764.9320812,510.62775,375.2122405,0.55041615,120.85,0,106.6,0.046616319,0.55041615,13.71869981,4
14637899,2012,6,6,1896917336,46,"StreamRiver",0,NA,-81.88499118,37.02275146,60102050204,6,0,38.8,194.8342605,91.5259243,50.5687768,451.3531961,267.4240132,179.084428,851.826555,578.6877893,431.9405061,0.54709725,120.85,0,86.2,0.046382598,0.54709725,14.53149538,4
14637933,2012,6,5,1896917266,48,"StreamRiver",0,NA,-81.9061146,37.0152294,60102050204,6,0,42.55,178.1118155,81.83292775,44.6015577,423.5676444,247.9770003,164.6584502,812.2548218,547.6670568,406.1149202,0.5434047,120.9,0,68.5,0.046390448,0.5434047,14.17010037,4
14637949,2012,8,20,1896917243,47,"StreamRiver",0,NA,-81.92169892,37.00409016,60102050204,6,0,35.95,209.9247599,100.883282,56.62150545,473.3205688,283.1135206,190.9163353,880.897102,601.4018459,450.6778343,0.5572407,120.85,0,119,0.047852974,0.5572407,14.75520997,4
14637953,2012,9,12,1896917416,48,"StreamRiver",0,NA,-81.80724095,37.01516175,60102050203,6,0.25,42.8,174.4666711,79.34162615,42.86521255,421.2785031,246.158773,162.651053,823.5112668,559.4265744,417.3815692,7.7362093,108.75,0,95.9,0.780216169,7.7362093,14.43431084,3
14638023,2002,10,22,1896918146,46,"StreamRiver",0,NA,-81.78800337,37.09517549,60102050104,6,0,40.65,185.345789,85.95414035,47.21183205,435.8439978,256.4787224,171.1128203,829.7664407,561.3249938,417.6698468,0.5440351,119.2,0,77.5,0.045629875,0.5440351,14.33094055,4
14638025,2002,10,21,1896918090,49,"StreamRiver",0,NA,-81.73744649,37.07846604,60102050102,6,0,47.4,165.3871014,74.60138505,40.1808473,400.5454867,231.640609,152.3938761,777.9748819,520.3365445,383.1732004,0.55774535,124.55,0,78.9,0.046992631,0.55774535,13.83244201,4
14638027,2007,5,2,1896918014,50,"StreamRiver",0,NA,-81.49942423,37.06967562,60102050201,6,0,59.3,130.1445215,55.9146046,28.60123355,335.6951234,187.6920878,119.4378541,679.4120651,443.6053278,318.5809894,0.533992,118.85,0,65.9,0.04599073,0.533992,12.83966647,2
14638031,2012,6,7,1896917491,49,"StreamRiver",0,NA,-81.74131489,37.02054297,60102050202,6,0,56.75,142.3419374,62.7465401,32.7549406,353.3035596,199.4157847,127.9898065,703.1121347,461.3102324,333.0973382,0.61696345,116.1,0,142.35,0.060276574,0.61696345,13.01796342,3
14638285,2011,6,13,1896917184,47,"StreamRiver",0,NA,-81.94403298,36.99811615,60102050302,6,0,37.7,198.8204957,93.870421,52.0616442,458.5168978,272.5879552,183.0571005,862.0610563,586.8364049,438.8211248,0.54588035,120.85,0,99,0.046263916,0.54588035,14.63202026,5
14638483,2007,4,24,1896916718,52,"StreamRiver",0,NA,-81.97347693,36.91648354,60102050303,6,0,37.85,207.9904904,100.3013215,56.6294602,465.5984757,277.7725375,187.0733018,864.3516269,587.4743799,438.3950564,0.5930479,111.25,0,133.35,0.056415972,0.5930479,14.53860457,3
14638863,2007,5,9,1896917039,44,"StreamRiver",0,NA,-82.12928807,36.96443875,60102050401,6,0,36.55,209.4166304,100.395838,56.44942015,473.2380803,283.0672823,191.0998399,878.9915391,599.4868616,448.9691745,0.5435124,115.8,0,123.55,0.047019446,0.5435124,14.73967596,3
14638881,2007,4,25,1896916941,39,"StreamRiver",0,NA,-82.2953267,36.96304098,60102050404,6,0,43.25,186.8390845,87.24616515,48.7250878,435.4582735,256.6247474,172.0627984,823.5249251,555.7264662,412.9108788,0.58590595,106.55,0,103.05,0.049066104,0.58590595,14.21082414,3
14638921,2007,4,25,1896916944,39,"StreamRiver",0,NA,-82.28959931,36.94219824,60102050404,6,0,41.75,193.5936004,90.98496975,50.97039485,447.188993,264.6693584,177.9444408,840.592257,568.9652545,423.8462144,0.56088475,106.55,0,96.75,0.047409239,0.56088475,14.37009953,3
14638941,2010,4,6,1896916889,43,"StreamRiver",0,NA,-82.19106914,36.93949329,60102050402,6,0,28.75,245.9205483,122.6021295,70.4052606,533.1498585,326.4864594,223.8017344,963.2411579,666.8897016,505.321732,0.5304515,115.85,0,51.15,0.044000144,0.5304515,15.49074626,3
14639021,2007,4,25,1896916746,42,"StreamRiver",0,NA,-82.30894049,36.92771266,60102050404,6,0,31.9,232.7546658,114.3676578,65.2687942,512.1409935,311.1095557,212.2478896,933.500224,642.8653231,485.2285536,0.52579275,106.55,0,73.55,0.044484847,0.52579275,15.22127899,2
14639065,2006,9,30,1896916749,50,"StreamRiver",0,NA,-82.04656764,36.9143812,60102050304,6,0,37.25,202.342422,96.0298483,53.48891305,462.8043053,275.4923463,185.1834903,866.2517063,589.6544681,440.8545487,0.5527744,108,0,126.65,0.049346867,0.5527744,14.64968054,4
14639105,2007,4,19,1896916707,49,"StreamRiver",0,NA,-82.0593186,36.90995444,60102050304,6,0,47.35,167.751272,76.2837629,41.5152739,403.4889424,234.1496671,154.6442981,779.3697328,521.2450085,383.7900626,0.55101965,106.5,0,120.4,0.048526259,0.55101965,13.82882103,3
14639129,2007,4,24,1896916645,52,"StreamRiver",0,NA,-82.02220902,36.89697144,60102050304,6,0,35.45,218.6903365,106.4578629,60.43661525,484.5439926,291.2275584,197.1361516,891.6966486,609.1257257,456.4883073,0.57124295,113.5,0,130.1,0.053383966,0.57124295,14.80556888,4
14639177,2007,4,19,1896916601,49,"StreamRiver",0,NA,-82.08731106,36.89702155,60102050304,6,0.3,37.85,196.017107,91.5216811,50.81465085,456.0143297,270.6293611,181.733503,866.2341234,591.6461211,444.0995168,2.14738145,100.6,0,114,0.217247477,2.14738145,14.78253471,3
14639517,2009,6,24,1896916120,45,"StreamRiver",0,NA,-82.50221165,36.80516524,60102050602,6,0.85,21.6,300.3583043,158.7829204,94.624685,615.426386,388.4501059,271.4779212,1074.178588,757.3301342,581.000624,0.5143973,105.65,0,74.5,0.042656048,0.5143973,16.4048752,1
14639619,2008,5,26,1896916026,38,"StreamRiver",0,NA,-82.5819686,36.77876583,60102050603,6,0.05,27.25,267.8981968,137.5068208,80.51031835,564.7615413,350.2452921,241.6983095,1005.427451,701.1368083,533.5023014,0.536918,108.45,0,117.95,0.045511094,0.536918,15.82510385,4
14639693,2002,9,2,1896915911,38,"StreamRiver",0,NA,-82.6214379,36.76372771,60102050606,6,0.05,27.3,266.9423095,136.9852232,80.27008015,563.3342332,349.420557,241.297358,1003.611954,699.9268171,532.7330907,0.55251565,110.25,0,77,0.047406017,0.55251565,15.81234234,1
14639713,2006,10,22,1896915834,44,"StreamRiver",0,NA,-82.37322264,36.75449838,60102050702,6,0,30.7,249.7692089,125.5346972,72.734384,535.5562808,328.25855,224.9338696,963.6651159,666.7075185,504.5235692,0.53434045,115.7,0,121.9,0.049020048,0.53434045,15.4450715,3
14639779,2012,4,26,1896915683,38,"StreamRiver",0,NA,-82.80010853,36.71526325,60102050801,6,0,31.85,245.1443617,123.0104769,71.37291255,528.7365024,323.679023,221.7449152,957.901382,663.1139964,502.2554144,0.6208466,82.4,0,141.4,0.053714815,0.6208466,15.446194,3
14639831,2005,9,13,1896915538,38,"StreamRiver",0,NA,-82.83789539,36.68986276,60102050801,6,0,31.45,246.9968179,124.2775883,72.2885239,532.0438305,326.3552087,224.0118711,963.0391506,667.6096786,506.3062242,0.6518704,92.7,0,136.9,0.056863578,0.6518704,15.50011059,3
14639833,2013,10,23,1896915495,38,"StreamRiver",0,NA,-82.86384433,36.68672654,60102050801,6,0.1,29.4,256.764083,130.1198771,75.86132665,547.8746904,337.4948629,232.2219838,985.7588772,685.57195,521.1948671,0.6219019,82.4,0,123.55,0.051776075,0.6219019,15.7079911,3
14639903,2001,9,19,1896915393,44,"StreamRiver",0,NA,-82.65526713,36.66305664,60102050703,6,0,28.9,259.6569196,132.246304,77.2209937,551.2454778,340.0838546,233.9357067,987.3156806,686.3954721,521.2235659,0.5489292,93.3,0,121.35,0.049017748,0.5489292,15.66905797,3
14639915,2012,8,23,1896915429,41,"StreamRiver",0,NA,-82.71215972,36.65615868,60102050703,6,0.5,25,283.8678609,148.0795048,87.6720098,589.0493524,368.4437689,255.8468817,1040.133942,729.6894729,557.7897992,0.56601985,82,0,135.1,0.051559018,0.56601985,16.1359989,3
14639947,2019,4,11,2236840226,40,"StreamRiver",0,NA,-82.77462817,36.65291719,60102050804,6,0,33.15,237.9022733,118.4239179,68.337079,517.273002,315.1436755,215.0896631,942.0537628,650.2325196,491.3218963,0.59973615,86.35,0,123.7,0.053053063,0.59973615,15.30860726,1
14640267,2007,4,19,1896916672,52,"StreamRiver",0,NA,-82.03837477,36.90406677,60102050304,6,0,35.45,218.6903365,106.4578629,60.43661525,484.5439926,291.2275584,197.1361516,891.6966486,609.1257257,456.4883073,0.57124295,113.5,0,130.1,0.053383966,0.57124295,14.80556888,4
14640289,2009,6,24,1896916150,45,"StreamRiver",0,NA,-82.49756624,36.81546284,60102050602,6,1.3,22.05,295.2816322,153.2571973,90.0909686,612.6800422,384.7215466,267.9630298,1080.880049,763.0861421,586.8614972,1.53287935,105.7,0,61.2,0.13280745,1.53287935,16.45517447,1
14640339,2005,7,28,1896915838,44,"StreamRiver",0,NA,-82.41459424,36.73858561,60102050702,6,0,31.8,244.0680212,121.9466847,70.4986379,526.6919915,321.7361404,220.0179708,951.6375401,657.0431922,496.514918,0.538217,116.75,0,120.35,0.050052981,0.538217,15.34338532,3
14640345,2007,5,2,1896915831,43,"StreamRiver",0,NA,-82.48145881,36.72429653,60102050702,6,0,28.4,261.1129861,133.0385072,77.6034796,553.6791546,341.8510978,235.1970983,989.5300063,687.9701592,522.314701,0.52379585,115.35,0,120.4,0.047512003,0.52379585,15.67490591,3
14640347,2005,8,21,1896915543,38,"StreamRiver",0,NA,-82.74921606,36.71807735,60102050605,6,1.75,28.1,234.5720142,115.0523594,66.36586065,523.0240718,320.2460569,220.6941418,974.7997947,682.3462007,523.6010643,8.9364079,109.3,0,69.75,0.823891525,8.9364079,15.89760972,3
14640349,2013,7,28,1896915436,38,"StreamRiver",0,NA,-82.74998646,36.6746371,60102050605,6,0.45,25.2,282.778609,147.4340755,87.23783205,587.3889998,367.3471133,255.0594905,1037.965815,728.0824921,556.5087333,0.58771365,82.35,0,130.05,0.051790544,0.58771365,16.12183843,3
14640373,2004,5,6,1896916994,45,"ArtificialPath",0,NA,-82.06246908,36.96286864,60102050401,6,0,34.5,213.7505084,102.8267711,57.80837365,482.3301006,289.60238,195.9124551,894.0232668,611.8525748,459.5395285,0.5398475,115.8,0,99.5,0.043635542,0.5398475,14.90211166,5
14640377,2010,6,9,1896916961,44,"ArtificialPath",0,NA,-82.12307594,36.96794003,60102050401,6,0,31.45,226.8380816,110.6013793,62.6440083,504.2058253,305.3018606,207.7424788,924.8927398,636.3738298,480.0704143,0.5209513,114.2,0,75,0.041668086,0.5209513,15.18114138,5
14640395,2012,5,9,1896916929,44,"ArtificialPath",0,NA,-82.16098734,36.93824601,60102050401,6,0,35.05,215.1823335,103.7873224,58.52113355,482.8812411,289.9331571,196.1634106,892.4954283,610.1451866,457.7667199,0.53351205,116.6,0,124.3,0.046397638,0.53351205,14.85998961,5
14640757,2014,2,28,1896914992,39,"StreamRiver",0,NA,-83.06524389,36.59551651,60102050805,6,0.9,25.45,278.7512822,144.2874357,85.26252605,583.1742671,363.7833951,252.674681,1037.204884,727.9122528,557.395382,0.64606695,95.9,0,129.3,0.052606191,0.64606695,16.19833072,2
14640803,2014,2,28,1896914678,39,"StreamRiver",0,NA,-83.08763165,36.5584829,60102050805,6,0.5,29,258.4092397,131.2902101,77.0035629,551.5774076,340.5298927,235.0571148,993.8590477,692.9621311,528.2955484,0.67444925,99.95,0,130.6,0.05513846,0.67444925,15.82594644,3
14640863,2014,3,5,1896914584,38,"StreamRiver",0,NA,-83.1524398,36.54158955,60102050807,6,0.35,30.65,251.425971,127.2000068,74.4795496,540.1451579,332.3108236,228.7402593,977.4597406,679.7993978,517.1112333,0.6780655,118.25,0,135.25,0.057687993,0.6780655,15.68115901,3
14640975,2014,2,25,1896914817,37,"StreamRiver",0,NA,-83.16067847,36.58575754,60102050805,6,2.15,26.8,244.9719126,121.6429761,70.5518795,544.4265594,336.0448978,232.7364941,1009.949776,711.6648998,548.8859927,11.57270645,125.45,0,139.6,1.029428004,11.57270645,16.17709175,1
14641051,2004,7,21,1896914329,38,"ArtificialPath",0,NA,-83.19470375,36.52206128,60102050808,6,0.45,30.7,248.6817018,125.2494822,73.1469605,536.2188941,329.1996273,226.3589862,973.4208472,676.5797625,514.6134535,0.671479,99.45,0,125.45,0.056798894,0.671479,15.66723271,5
14641393,2001,12,4,1438663875,39,"StreamRiver",0,NA,-83.28973081,36.4749341,60102051003,6,0.95,26.2,271.5464361,139.7066449,82.5612946,572.1644578,355.5040723,246.6475156,1023.973666,717.4231507,549.1720961,0.67583885,108.35,0,135.45,0.058075827,0.67583885,16.11763345,5
14641431,2014,3,5,1896913485,40,"StreamRiver",0,NA,-83.43303225,36.47100956,60102050901,6,3.9,23.5,265.6499425,134.7421336,79.00938725,576.5919161,359.6757593,250.9435212,1057.288552,750.4557427,582.0815341,9.5641351,101.25,0,81.9,0.798671229,9.5641351,16.62496357,2
14641535,2014,3,5,1896913161,40,"StreamRiver",0,NA,-83.45401099,36.4335755,60102050901,6,0.2,34.3,227.5492677,112.3481699,65.18365215,503.8865314,306.1819446,209.5520625,931.9715308,644.5084821,488.9420842,0.67241975,101.65,0,115.85,0.051571703,0.67241975,15.36407714,2
14641549,2014,3,6,1896913131,39,"StreamRiver",0,NA,-83.27991038,36.42995121,60102051001,6,0.45,30.2,252.7050302,127.6519215,74.81791265,541.6398109,332.781306,229.0901325,980.7128704,682.020636,519.1452556,0.670769,112.05,0,140,0.058194433,0.670769,15.72957374,3
14643185,2020,8,12,2873850476,41,"ArtificialPath",1,"LakePond",-84.12148763,36.35618795,60102051104,6,3.5,19.3,321.958576,174.9700656,107.9110596,647.844726,414.7806358,294.7199482,1126.843567,803.836345,624.0829786,0.90226095,92.95,0,131.25,0.068419348,0.90226095,16.98980834,3
19486674,2016,10,4,1896909146,56,"StreamRiver",0,NA,-82.18628685,36.01576598,60101080204,6,0,35.55,201.2225322,92.77509495,50.31402905,449.624594,259.7176948,169.4753775,837.4123725,558.0908361,409.3401356,0.8358492,177,0.0053117,272.25,0.064448311,0.8305375,14.29715955,3
19486750,2012,10,17,1896909090,56,"StreamRiver",0,NA,-82.34782482,36.00888379,60101080306,6,0,46.45,162.1968462,70.90950675,36.90143295,381.7072451,213.8962727,136.4711435,738.5960104,482.270262,347.3544264,0.6908633,165.25,0.00765995,276.3,0.067222334,0.68320335,13.42146105,4
19486754,2012,10,18,1896909114,56,"StreamRiver",0,NA,-82.37027913,36.00765071,60101080306,6,0,59.25,123.6123547,50.5714989,24.43333905,313.452296,168.4899359,102.7587143,636.5058144,403.8669545,281.9636385,0.80494335,169.9,0.0069138,272.65,0.070956024,0.79802955,12.43580996,4
19486760,2008,9,9,1896909015,57,"StreamRiver",0,NA,-82.37755393,36.0055862,60101080306,6,0,44,173.0550016,77.03573235,40.6796883,399.4042126,226.1723312,145.6971937,763.6461816,501.7759011,363.6314393,0.69930715,160.3,0.0045964,287.2,0.069113972,0.69471075,13.66094393,4
19486764,2012,10,17,1896908972,57,"StreamRiver",0,NA,-82.35747536,36.00036925,60101080306,6,0,41.05,180.9595201,81.53713685,43.3510597,412.978286,235.3803414,152.279598,783.5325646,517.132468,376.1058784,0.71473285,160.3,0.0060564,271.85,0.068325886,0.70867645,13.84186651,4
19486776,2005,7,18,1896909035,56,"StreamRiver",0,NA,-82.26763005,36.0003246,60101080205,6,0,35.4,205.0567836,95.38705085,51.87464395,454.1825079,263.4009044,172.441762,843.0968607,563.0129676,413.590916,0.79825345,183.6,0.0050007,262.4,0.063641695,0.79325275,14.36497017,2
19487076,2012,10,17,1896909092,56,"StreamRiver",0,NA,-82.33442203,36.01428587,60101080306,6,0,41.4,177.5320196,79.3894866,41.9588269,407.0801931,230.6807899,148.4710276,774.6934531,509.5030345,369.4008551,0.8119272,169.9,0.00620565,260.85,0.068671406,0.80572155,13.75192036,4
19487336,2007,8,14,1438672860,59,"ArtificialPath",0,NA,-82.34498343,36.07552749,60101080604,6,0,39.6,191.2874562,87.82894765,47.36448435,430.9371361,248.6229119,162.41549,809.9537387,538.6671516,394.2871362,0.5789304,164.55,0.006135,294.05,0.06417558,0.5727954,14.08336175,5
19487378,2003,4,2,1896909602,57,"ArtificialPath",0,NA,-82.33712497,36.05565914,60101080604,6,0,45.4,166.2092091,73.2226368,38.3806702,390.277723,219.777335,140.7955253,752.9056211,493.7235839,356.9622081,0.6215765,164.55,0.00650155,280.4,0.062450738,0.61507495,13.56072149,5
19487398,2003,4,2,1896909391,57,"ArtificialPath",0,NA,-82.33625002,36.04527926,60101080604,6,0,45.4,166.2092091,73.2226368,38.3806702,390.277723,219.777335,140.7955253,752.9056211,493.7235839,356.9622081,0.6215765,164.55,0.00650155,280.4,0.062450738,0.61507495,13.56072149,5
19487418,2006,3,29,1896909232,56,"ArtificialPath",0,NA,-82.28225728,36.02626435,60101080604,6,0,27.5,243.9952006,119.6036029,66.9810969,517.6557994,309.9100091,206.8823814,933.0219357,635.6047446,473.7457244,0.71266565,183.6,0.00578405,261.7,0.061195394,0.7068816,15.16495177,5
19487430,2003,4,2,1896909280,56,"ArtificialPath",0,NA,-82.33821151,36.03049926,60101080604,6,0,45.65,162.8228252,71.14807695,36.9828743,383.6434771,214.5679024,136.5392319,742.3082266,484.6048106,348.8680909,0.76785515,183.6,0.004264,246.15,0.065613118,0.76359115,13.45243124,5
19487432,2006,3,2,1896909279,56,"ArtificialPath",0,NA,-82.32306322,36.02864177,60101080604,6,0,31.35,224.8503231,107.9196866,59.7218272,486.6227185,287.7619342,190.8663934,889.6962987,601.375379,445.8739553,0.63852005,166.3,0.00651235,279.7,0.061909898,0.6320077,14.79725593,5
19487434,2008,9,18,1896909217,55,"ArtificialPath",0,NA,-82.31272097,36.03560001,60101080604,6,0,37,197.0541715,90.7403262,48.949648,440.9229775,254.2890903,165.8546088,824.3962689,548.6059413,401.8214226,0.76254975,183.6,0.00590325,250.4,0.065343798,0.7566465,14.20396998,5
19487456,2007,8,27,1438672848,58,"ArtificialPath",0,NA,-82.1943601,36.00039056,60101080205,6,0,35,206.0683021,95.47664955,51.84844335,454.7731689,263.1411226,171.8945716,841.739822,560.7695759,411.0353062,0.9429213,155.45,0.00552085,258.05,0.070252556,0.93740045,14.31927046,5
19487458,2002,9,9,1896909043,56,"ArtificialPath",0,NA,-82.23518233,36.01147297,60101080205,6,0,27.75,240.781379,117.365764,65.5574715,512.5614718,305.7944742,203.556896,925.4872942,629.031187,467.9614165,0.77922375,160.3,0.00416905,249.4,0.062341397,0.7750547,15.08622956,5
19487482,2006,4,13,1896909042,57,"ArtificialPath",0,NA,-82.24829944,36.00827818,60101080205,6,0,27.75,240.781379,117.365764,65.5574715,512.5614718,305.7944742,203.556896,925.4872942,629.031187,467.9614165,0.77922375,160.3,0.00416905,249.4,0.062341397,0.7750547,15.08622956,5
19487488,2006,3,2,1896908983,56,"ArtificialPath",0,NA,-82.27074575,36.00172413,60101080205,6,0,35.4,205.0567836,95.38705085,51.87464395,454.1825079,263.4009044,172.441762,843.0968607,563.0129676,413.590916,0.79825345,183.6,0.0050007,262.4,0.063641695,0.79325275,14.36497017,5
19489242,2012,10,18,1896909010,56,"StreamRiver",0,NA,-82.37239993,35.99759454,60101080306,6,0,41.4,177.5320196,79.3894866,41.9588269,407.0801931,230.6807899,148.4710276,774.6934531,509.5030345,369.4008551,0.8119272,169.9,0.00620565,260.85,0.068671406,0.80572155,13.75192036,4
19489244,2012,10,18,1896908931,56,"StreamRiver",0,NA,-82.3911425,35.9963757,60101080306,6,0,58.15,130.1496184,53.99790185,26.5302821,324.6357533,176.4850282,109.0020949,652.5974959,416.7323267,292.9996264,0.72180945,160.3,0.00728165,288.15,0.072489806,0.7145278,12.59759789,4
19489372,2012,10,18,1896908854,56,"StreamRiver",0,NA,-82.39475451,35.97947829,60101080305,6,0,45.05,169.5463231,74.75872105,39.1709873,391.0774273,220.0810598,141.0961803,748.3017211,488.8497844,352.5770892,0.8255911,149.5,0.0086807,262.05,0.076234098,0.8169104,13.49812437,4
19489500,2012,10,18,1896908732,56,"StreamRiver",0,NA,-82.3790591,35.95455882,60101080305,6,0,54.5,138.0909842,57.91994565,28.8043424,337.9512961,184.5216718,114.5736,671.4846647,430.1027299,303.6640596,0.7847539,147.3,0.00761115,274.95,0.072608412,0.77714275,12.77276013,4
19489512,2008,9,17,1896908665,56,"StreamRiver",0,NA,-82.38848382,35.95254639,60101080305,6,0,44.4,168.1949229,74.28238525,38.9408536,390.5913689,219.4771525,140.2935578,749.9374624,490.2283229,353.4242891,0.73307755,166.65,0.0055126,280.55,0.066929365,0.72756495,13.52178799,4
